110f, 2d54
fd10, b52f
0380, 77c2
2a64, 0cd1
2e50, 965a
72e1, caa9
0e9a, 0e81
5d45, bd73
b2fd, c8ee
cd80, 6f94
8e59, a59d
6997, 699d
87ca, 1884
eaba, 337f
6db2, 31ff
a38c, f2c8
7ba2, 749f
27aa, 365e
91ba, 0e93
f073, 4b1e
5f9c, e9a8
c96a, 4f61
453c, 2f21
d0dc, f9ba
9f6c, 7d8c
8ed5, ab52
4300, febd
0349, 24ab
31c9, 581f
e1bb, 4c70
ea0e, 4a5e
c5b0, 1ed6
eb3b, b4a8
08c1, d81c
8e99, 7e3e
62fd, 62f3
d628, 3cb2
b2ee, 23fc
f545, aa1f
2be1, fd56
6ffc, 3f86
11e4, d059
4425, 2fb3
2c72, 8c3e
9d73, ad82
fd35, c5b5
5d84, 0d9a
909e, dcb1
bdb7, c4de
5725, cc83
da43, eba9
b077, 0c40
9b9d, 0268
5d35, 503e
111b, 4ac5
bb20, 0cdf
db0d, 2745
e129, a629
1006, 170a
5500, f3cc
7ad8, f140
ca52, dafa
2505, bbbb
3a2c, 54fc
1d49, a619
bed2, 4318
01f5, 8c25
9dad, f6c3
feeb, 74c9
e792, bc10
26f8, 9af2
f8ac, 2fee
4407, 46a1
1127, aa8b
ae5e, eb6a
0303, 2e0d
3673, e663
1f9b, c7f5
93c6, fe7b
b94e, 0c67
d402, 4b0d
e1bb, 4c70
03a7, 53c8
b415, 5a10
e675, 1c99
708d, 62db
219c, 5be8
3cc6, cc76
f6de, a9cc
5553, 2593
6718, 35d2
cab0, f57e
8fb1, 255e
645a, 722f
fd00, 9d78
2abe, 4fcf
c56f, 6a09
352c, 3bcb
e204, f5de
2ed7, 35d7
2d32, 50e3
024e, 78a6
d2d4, ffb1
8e2e, 749c
01aa, 87f9
4576, f21d
f4b7, cfe0
2d48, 9f59
2dba, 73db
8375, 2377
9b2f, 2aa7
667c, 6443
9c31, 2cab
72e4, cdd7
a98b, 1972
c908, f1a0
1053, 407a
559e, e3f9
8d14, 25b0
6033, b829
85f0, b3ea
299c, ef47
c7de, 3ac4
074e, 5592
ba21, 2d91
9ef0, 134e
aba8, c23b
46cf, c64f
2eac, d29f
7257, 315c
18ec, 2e8c
50c1, 3959
f19b, 9c85
3aa3, aa73
d6fd, edd3
4e89, ab91
b41d, bec8
fd17, 8483
c3d1, c6c2
7ffe, 0f53
6eff, ce95
9b9b, 08b5
afe6, b523
68d3, abec
a91d, e813
7a47, 3040
4d48, eb3d
5a55, 46a6
31cd, 1afd
640f, 15d9
a3d4, 450f
4515, 840b
6c14, dc84
cf2d, 8bd0
27dc, 5b1a
b0bb, 5502
b669, dbdf
9e70, 9e1d
d9b3, cf83
7a02, c456
c0b1, c2f3
2c49, 51aa
0806, 788d
cb01, 1593
0d5f, 910f
b7aa, db2e
48eb, 2d58
ef00, 346d
9f5a, 50f6
6694, 5170
de90, 117b
cf11, 603c
0981, 4eb9
c711, 3711
f778, e39e
a091, 49ba
2077, 0892
50c4, cc15
2f7a, 398a
595f, ccef
a4bd, 9f00
f2ee, 2cb3
c185, c187
70f5, 368a
b6e4, 7c5f
9506, 426d
cb0e, 10b5
ce9b, 38e7
cb4c, f297
2955, ac0e
99a0, c25c
3695, a7af
c264, f3f7
f59d, d5e2
1fa3, 0280
00fa, 360d
1bbe, c0b2
0816, 06bd
92b3, 27a7
c640, 8eb7
6979, 9b22
3e8d, e065
ecc5, d142
0c20, a090
c29c, 4824
e58d, 1984
6671, 9095
5d04, 83db
1884, 87ca
f540, 1254
9f10, 0fd5
f099, ee60
d0e2, eef6
a8cf, 1de6
e5c7, 15c5
840b, 4515
aac3, 4aa3
87e4, b34b
0b3c, 6b21
22f9, 9f5f
e19f, 3655
511d, b0ff
2a4c, fd3f
d127, 4e27
f002, f003
0cc1, 07c2
8a40, 9ca2
fb32, a623
18d3, e4ca
01f9, 7204
c5ca, 42c1
0d47, 0a43
7511, 23fe
8f6b, ca60
9be1, b83b
eb43, 6013
ea04, 8008
6b32, ddf3
0fd6, f944
67e9, a536
9eaf, 9af6
67d8, 1068
2d5d, aec9
e30a, 9120
547e, e415
5363, 6ccb
5a07, 2675
44d3, a40e
b525, 0a9e
7372, b38f
56f9, fd43
beb7, 4542
53ad, b834
587c, bb24
ce3c, 64e1
5c0f, 2015
b932, b395
af5c, 52e1
d925, 6f50
b242, ea30
3bac, 6241
36fe, 662e
6a47, 1236
97f0, 2aa2
141b, 6342
023e, 0d8c
4103, b900
bc8c, 61c7
833a, b5af
e3d2, 53be
1440, 56c6
050c, 932a
359d, d643
ba2e, 50d1
27a3, 0db6
900b, e67f
0386, fe9a
b6c2, 9619
3d87, 4d07
17cb, 0def
1a5d, 8ab5
c3ea, a09e
cc9d, 7407
3a91, 5556
eba9, da43
9949, 4b5c
6ad1, f042
624f, 64f3
52c3, 2543
0d0f, 23da
05a9, 753f
00f0, 5662
bc23, c27c
0aff, 03bb
9542, 5f62
2c77, 2355
2e3d, 0104
7524, 6a70
15f5, 7dc6
03b0, 0a4a
7dd7, 09a2
a0c2, 93a5
ebac, 1467
40fd, bfd0
2657, ac56
6fac, 13e0
2217, 98c2
eada, 10b7
90ac, f37a
a077, 429f
2435, b13b
b203, 6fc4
3b28, 60bf
8720, 7a6b
64d1, 7bcb
c2ca, a211
558e, 552e
abc9, 1698
4f90, 487b
593a, 3e12
9f39, 3d67
e902, 3c63
5ea7, 0d48
14e8, 63e0
1649, ad19
b8cd, 06b6
fdfc, 92c4
aead, 16c6
ca62, d564
973f, 633d
d978, 6a11
6b63, 3bee
40f3, 3bfa
1ff0, c795
6c6b, 9016
4c86, 0852
2036, a0ac
3c08, 9676
4290, 5e79
0b64, 4e63
caa4, d853
b175, e4ce
72e1, caa9
f92e, 592e
1fb3, ede6
ca83, bfb5
be1d, ca42
0a36, 4070
5ef0, ba09
d61c, e3a1
287b, 8859
8a1b, a92f
3959, 50c1
51c0, 2115
d5fc, 7246
608f, e09f
ba2c, 5e8c
5e70, 50c2
a0b7, 308a
56e3, 6dd2
90fe, d2d0
bdb5, 6b62
1fa1, 271c
a5bd, 8d62
9ef5, 2a05
0563, f644
6976, c953
1e8d, 1f6b
6d6a, e2b9
9580, 4e86
dda6, f94c
552a, 469b
b55d, b940
784c, 478f
7317, f42c
7a8c, 3e29
e0df, b4db
907a, c0ef
820e, 757a
ba98, 8f03
68a6, 62ee
25e2, 5b9d
ba39, b4d8
0492, d018
c109, 5d5a
54a0, 0617
721a, 731f
62cb, 345b
11ad, 44a3
6384, 137e
6090, e570
ad9f, 4d55
6645, bece
9298, 104c
fc2a, 71ba
d641, 8670
d1cf, d879
e1cd, 2722
09c4, ee6d
0e59, 3a5d
5a69, d4a5
3e75, bd24
2fdd, e906
6cab, bd7a
d6e3, 1914
d7e9, 7d54
ec8b, 8ff3
fa28, 5358
37ef, ee26
a959, 9415
2d42, fd8a
3678, 9667
f84e, 87c3
c859, a8bf
37d9, 423d
e968, cb33
3e0d, 768f
2921, 4e51
e34d, 631e
352e, 25fe
4e24, f559
110e, 7705
2f38, e43c
4bee, 8b84
1056, 8bed
5d7f, bc00
1ebc, 75b7
ecc2, 18a6
b6fe, cbff
36e2, 3b22
b6fe, cbff
f70e, b70e
ebf6, 627d
fcc6, fcce
99dd, eca1
1097, 56c5
0d34, 8159
12a5, 4e9d
1751, 9cc8
6e3c, e634
89ff, 67f3
0fbc, 62bd
acb3, 2750
c8bf, c7b7
19b7, f1ab
ae29, 92e2
0768, 85a3
2861, 50ca
3375, a2fa
44b8, beb4
27bd, abd7
64ce, 1ae6
d963, 8f8e
5108, 2732
de51, 03b9
eb76, 1f9e
5045, 4149
de1a, c313
8d49, f39c
f155, 116d
ed5a, a154
c910, b6e9
7c98, a3dc
39f0, d8f0
3796, d9f1
30fc, 84a4
83b5, 72cf
0d20, 6769
8f36, 65ec
4b74, 8b3e
4173, ee94
a937, 653f
906d, 817c
17c1, e7c1
f199, b739
28fa, bbb3
608c, d434
1819, a0d2
d93d, a7d6
145d, 7ab5
c04c, 04df
f820, 9a66
dc6f, 3cef
d744, ddfe
db75, 3085
8c14, c148
dff1, d973
d397, 1efb
5eb6, b3b3
894b, 3081
84b1, 73f4
4455, 5923
2112, 5c1b
56a3, ee40
5e16, 51d4
a1a9, 0bc5
ffd9, ecfb
deed, 79e7
47ab, 48df
895b, bd6c
b712, 6c82
0d19, 0aae
d007, 0337
282e, f793
6e08, e425
b35f, 6dfa
6943, 02bb
76f6, 0ac8
f661, 88c5
933f, 673d
98a4, eb93
5eaf, f4ea
4324, e66f
c064, 86d9
a4d7, 1347
5788, f79e
2473, 3a15
f269, c5bc
1730, 9585
9310, 4210
d9c4, 250d
9e29, ea62
ffaf, 4b21
381d, dfec
f45e, c56d
af88, f714
3dfd, c4f1
17d8, cae1
ade4, 4521
9574, 9f69
e88d, f766
61c9, d77f
56ba, 836b
9f5d, 6e0d
da09, 1ebf
e0fa, 9b43
9773, e77c
1d40, 73b7
c31b, 8eb8
3ccf, 271f
7907, 5e4f
126c, 7286
85fb, 5d61
0dd3, 0dd2
6a94, 4450
6661, ac3a
ab5e, c363
dba8, 6a16
0e7a, 5e81
22b9, 066a
8a90, 5677
be9c, 51e7
d8c7, 6b6b
c4dc, a7a0
0574, de96
8c67, a908
2f2f, 2707
7117, 1170
8efc, 793c
d02c, 0bec
5687, 81f2
e3b1, 5508
05b0, ef46
2127, 8e27
57ee, b7ee
7bdf, cd69
f7c3, bbcd
e825, ac43
46df, 9ed1
d064, 5198
26bf, 5664
bdf3, 5683
96a1, 0a8e
d3ee, 6aa4
4b43, 9a2d
ff41, d6ad
7635, faa7
c951, 161c
0885, 27f5
de9a, 92f0
a2b2, 50e1
c966, 0471
51a9, 2c4a
178f, 4884
ca5d, 7405
85fe, 6a0c
47ca, f884
a23a, 486e
fa42, c9b8
5066, 18ce
c9e5, 442d
e40c, b083
94b7, 0e58
483c, 3c40
d097, 06c1
0344, bd41
d276, b9e3
a0c8, ccf5
da01, 855f
0d87, 6e44
20ef, da41
c09b, a275
26c1, f44d
9df0, ba00
0b28, 2fb5
08cb, d180
81b1, fa0a
2d5f, 66bc
4ed6, cb62
834e, c08b
686c, bc96
a155, 31f2
f6a0, 36ba
9a3c, 8131
ecd6, 3a3d
0326, aa69
e603, d673
02db, 64b7
2a9e, a746
b5a1, 53a3
6baf, 4010
f53f, ffc9
68df, d656
e3f7, d22e
fc95, 2122
92f1, c5d9
eb70, 89ce
320f, d6da
d1bf, fd24
e7d8, c692
8b92, fa5f
f9a5, 9718
0ab2, 9a8b
0118, 6b60
6372, 1da4
7c8c, f60d
fd94, 767a
aac2, 554a
cbec, 86e8
9434, 20f8
146f, c2ac
ceaf, e04c
09e1, 44a2
fad2, c8b2
3c61, 99ab
4677, 6d8b
8acd, 2dac
3e65, 23b3
5dd6, 23e3
84b3, e6ef
7b8f, 3500
eb18, b02f
e59b, b0a6
7a5a, 9d71
0003, 579a
7729, 7f90
d921, b245
5546, dbf2
02e1, 1d77
1627, b14c
432b, cbe5
f989, 4ba6
1d5d, ab69
7df5, 73fb
904e, 434b
9d84, 26a2
d01a, 68dc
5a3f, b6f4
1c4b, 221c
b5a6, 7843
e9c7, 9300
f85e, 5793
fb8f, 5f07
7d9b, 8316
88ac, 487f
f313, 1d46
9b25, baca
773f, 639d
d3f7, 059d
fa01, 7764
8d70, 3e41
4b93, 1334
8f4e, 5016
c69d, 7570
22f1, 45a6
e5e1, 8df3
7bec, c0bf
879b, 99fb
fb3f, 5739
a9e5, 3ab3
9c13, 62f7
e235, 9704
9c4c, f1f7
04be, c475
73da, 81aa
1614, a518
efa8, 2f9c
6743, f078
311c, 3ee3
562d, 4648
9622, 80c9
ed5a, a154
ed18, d437
a923, 090d
97d1, 5d10
79ef, 5b71
1e7b, 6a18
8ed8, 1567
658d, e0fd
9e21, 3457
4e5a, 66e8
9ef8, 6739
e7e4, 51e9
b5aa, 0861
568f, 01b0
19f8, 63ad
192f, fa10
f664, 1148
faae, 56a1
6aaa, 6366
50cf, 2e95
6e87, bf49
c0d7, d8d7
8642, ebc8
de8a, c383
d6f9, 2b7d
bfe6, 0f3e
467e, 9082
a93c, 624e
c019, 85d3
6dd8, 635b
4073, f2e4
7809, 982f
f4ef, 94c5
50f7, f95f
2a78, 1d03
9ac5, af29
0ba8, db8a
5bea, 108c
f5d9, c20c
12b3, c565
c87e, 4883
f1c0, f4ab
193f, 2337
5384, df16
2c8a, 9002
150f, 7ca4
d76f, dd2b
4f60, 946b
f9cd, 77ad
6ca9, bb32
5eb2, 88d0
ff36, a0ae
be1f, 23c7
49d1, 591d
dbda, f3de
70f9, bd2e
3216, b275
b46b, d7eb
d53c, 8f21
6e74, b329
824d, ebf1
bb83, f8fa
12d4, 2fb1
a4fb, 3450
3a91, 5556
37c2, 1401
972e, e3de
7332, cc58
c979, 4997
4bc9, 1d98
6b00, 0c7d
9a84, 3e59
4651, 9028
4b0c, 3b8c
bfed, 48fd
b0f5, 3bce
3b9e, 489a
c199, 6df2
2185, 8125
e938, e320
f28f, 8077
0ff7, d326
e88f, f784
4d40, 933a
29bf, 30a4
43b7, 9e68
3f89, 9abe
d1a0, 0674
c38c, 7783
a55d, 45f1
5221, 7881
b940, b55d
af86, 6fb3
86ce, 7682
996f, ed3d
346e, e4e3
bb95, 3b13
d964, 39d1
7933, df9e
f060, 507a
dec7, 551a
31a4, 57a9
8b71, 9839
0c87, 475e
1f9c, e8bd
ecf6, 2a7b
7c5a, 5d8d
33fc, f2f0
74b7, 3dfc
0373, 10ff
9d4b, 662c
6098, b6cc
e08f, eb78
f026, 58a7
7005, 1dd5
fcec, 5890
b84d, 29a6
821f, 03b5
3d98, f9ef
65f6, 487d
947b, 0402
6418, 16f0
589c, f0e0
9cce, d597
fa80, bad3
3e1e, c111
d59a, 7068
96e2, 15b2
24ac, 963f
6235, 6687
e1bd, dcfe
24b3, 42e2
9e76, ae8b
3589, becc
d866, 4160
b41d, bec8
fcfc, b10e
b32f, 3c53
9b2b, ad56
377b, 7775
9668, 367f
50ed, 4041
5698, 5d79
32c0, a689
d38f, f9e8
eecf, 66c7
a0f3, c334
a03a, 3c54
c95f, 9410
6ed8, 0267
e009, edd4
a3fd, 66f1
01fa, db35
485c, 4ec4
4800, 095b
1a72, 40c8
254d, 6bf5
a84a, ed93
9c45, 8115
390e, e95e
bf23, c353
6d74, cd86
7cce, fc4e
1b17, c0d0
fb23, 8b8a
11e9, 208b
d2a3, cf16
c46b, 426f
fa77, 9609
9460, afdb
c7a3, ad18
5f64, d4d7
394e, a91e
46be, a0df
ea95, 3c88
1e7b, 6a18
6dbe, 6dd3
dd8f, fdfe
094f, 6377
e435, 94f9
bfd4, 296c
f4d8, 8a69
ce32, c231
b1c4, b71f
6a57, 75a9
7044, f0c4
e0f2, 2b1e
655e, dd78
cc81, 338e
e459, f686
fd8e, 4675
a790, 1970
2229, fc65
f23a, a2f3
04c6, b317
1ec9, be6e
26a7, 9f2f
379a, e849
2013, ebf5
06d4, fc36
e1b0, a060
8fb0, c156
b287, 04cb
e536, 2ee0
af1e, c8c6
00ff, 207f
1da5, ec32
0b44, 6e42
e7b9, 5ec6
75e0, 1f2d
2296, dc2a
fbf7, 75f7
5e56, 5ce9
610a, 2a91
3875, 68f2
33d6, 0fca
2d99, 9dae
c402, fdf7
2be4, 4284
900f, 471a
fae3, f270
844a, 6574
8b89, e5bb
c245, 43fd
d4ca, 62b3
61cd, d186
1a66, c376
0505, ded5
2683, 42f7
313e, c1ce
a195, 512e
fb4c, 9e74
a25f, ecd2
d9e0, 3732
f6d5, 765d
9214, 9dfc
5eb4, 3e09
d96e, c7e3
f3e0, 71a9
26d6, 5ee3
a4f3, 54f2
a2bc, f5dc
8846, 9fcd
bb42, 0c29
6867, 7dd8
1d8d, ef40
ce43, f3fb
19cf, 1d22
970a, 4607
bb66, d1cb
aff3, 188c
9b01, 0f23
cdb5, 86b3
65d7, e73b
f138, 4fbf
c51e, 35e1
ef7f, 9ab3
134d, 71fb
6e0a, c4b4
8cf4, 4e41
8634, f1aa
46f6, b3b7
b25b, 5050
44d3, a40e
587c, bb24
bcb8, 7608
2555, 17cd
0238, 9df7
fe61, a6d9
63d5, b202
12ac, 314b
a0cf, 16f7
7bbe, cb63
2b67, 6a5c
a2aa, 2121
156c, 115b
6659, a188
c688, 15f1
ba6c, d3af
82c1, 26f6
2c10, 51c2
9f3c, 78e1
fec9, 7dc8
7057, 7051
2c06, 418b
408b, b1d6
552f, edb4
c8d6, b786
e65c, 9c50
0b6f, 99bd
922b, 7edf
13ca, a0a9
2666, 2eee
58fe, 9853
1639, 2d95
7587, be8a
c95f, 9410
94de, 7cb5
1afa, fb76
b194, 3062
69d5, 1f15
9630, 4b3b
f40b, 5028
6d4b, 690f
adf5, 6ffa
7e9b, 8695
ea69, 096c
c054, f498
fc48, 20d4
7592, 1952
2751, 2ffe
a714, f774
d83e, e22e
22c6, 02ce
0c23, 2e5c
1d0d, c67c
93bd, 430b
e317, 6e19
fac9, 4f1f
4a92, 4549
0d29, 91b9
c091, 953d
7a69, f468
0040, bd72
024d, 77a3
ca42, be1d
37ca, fbb9
cf0b, 7d15
594f, 7f71
8c74, cc8f
b4eb, 0e39
26da, 5db9
b58f, 5cc6
701e, c208
fe2e, 0d5c
534d, dd4b
ec97, 9030
7f56, 0ffd
d054, 48c7
a113, d1d6
f70a, f006
b26b, f6f3
e157, 83f6
bab6, 9a94
d288, 2ec4
5550, 603d
4d8b, e677
7afc, 835e
e296, ddae
e61d, e75e
2d4a, 061a
8e11, 83aa
32b1, f3b3
eee4, df6b
52f0, dba6
f04a, c57f
70af, 16e2
4f63, 3414
2da7, 9a34
7ae7, 1f0f
4124, 2059
6659, a188
26df, 54e2
0e6b, 354c
4317, 7ec4
666f, 3798
dc98, 7bbf
d13e, 6ae6
03cc, e579
6968, 67f6
bb67, 7d87
c152, 3232
8fe7, 649b
73ec, 5c27
6cc5, dd6b
2aad, 0c4d
e622, 3c9f
e30f, 3051
ea44, 399f
3a3a, 408d
ca00, 1561
35ca, 6761
1661, 6cd1
4a7b, 45af
48a6, 3aa2
7606, 8536
ea45, 3110
5a52, 46ad
de34, cfc2
d00f, 3b57
9987, ab63
e7dc, 4946
4004, 4009
d60e, 28a4
aa2b, d4fa
5aae, f890
0e22, 0499
fa57, 2e28
9c47, 4847
4776, c771
76c4, 53d0
38e3, b086
ba27, 7eec
e06c, f071
c9d9, bed9
76ef, 8022
e193, 9852
256e, 356e
ceb9, 1a84
058c, ba49
1d19, be62
fb5c, 8260
6d95, 71f4
2d0b, 5ccc
e8c3, 17ad
429b, 237f
65a8, 73c5
1cda, ac31
3a03, aa33
5fcc, 76d3
deea, a815
e959, 20c1
9443, 5d41
c19a, 705e
9e22, 9e33
af46, 38dc
6d43, 3d4e
e7c9, a481
d7b9, 013c
a87b, a990
4235, b126
c611, e054
15bd, a198
0db6, 27a3
0ad9, cb41
332e, 572e
2565, 3305
9dbc, addb
c779, 4774
0ae4, 224c
2925, 310e
fcdc, 2588
159d, 5670
1fdc, 2dfc
b411, ba77
3c12, c8ad
2f05, 61b3
d0e1, 2a4f
c248, c230
d0b1, a3ca
89a7, 50c9
f4ec, 7cec
1edd, 1500
2f5f, acd8
7df7, 34bc
8c30, 9312
4ebd, 2478
f32e, 0ebc
e212, 8118
a214, 5036
39c6, dfce
2e8e, 9e9a
fecd, 9370
f33e, 9322
e081, 8810
1197, 7147
0359, ec2e
8a1d, ebf7
025d, 7018
d4d4, 1c4f
cb7f, fe17
0e47, 2ec7
b671, bee2
1d95, 3868
98cb, b247
c804, 44b7
1200, ce6d
ee72, 215e
9240, c55a
4838, aadc
7920, be3c
0739, 8a7f
8dc7, 9ecf
a2a4, efea
1089, 9ec7
0e5d, a137
736a, 8caa
26c4, 7116
949e, 8fdc
dd63, bb62
72ca, 73cf
71c8, 4195
f0c0, 7238
b91c, 8683
cf88, 59ee
8c6b, 7c6d
0469, 1b4c
35a0, 16aa
ab5d, 4eb5
f4b2, 4f62
c5b6, 4499
cbb8, 616c
863f, 7052
27e4, 0764
f2ce, a573
4e7f, b2d4
39c6, dfce
fed5, a5d5
1037, 6c9c
595f, ccef
0971, 1308
1335, abdc
05fe, 5b0d
1f69, 0e6f
f381, 7374
5c0b, 1643
97c8, 4086
19c3, 4f1d
8536, 7606
0626, 2759
d97f, 7502
1d56, 4604
7636, 1714
f17d, 901c
0f91, 8930
a048, c5eb
a422, 5afa
ea36, e1d6
0064, 43de
6e53, da92
9f1b, 0fd2
c61f, fd44
b683, 5da2
684e, 6fe1
fe11, 220b
4141, 4797
9ef6, 0235
6316, 477e
48f0, cf7b
a61d, e6ca
a0f0, 0c50
3d5f, 4d4c
7a39, 7c38
95b6, 42d6
1d94, dd55
377c, 7773
eee2, d516
e473, a855
b1b3, 4532
8b69, cd6f
485d, 2741
0132, c43a
4172, a29a
2d8e, b693
a414, af79
b7ed, cac1
d16b, ffc2
d8a1, b1a7
0548, 7fa2
b56d, 6961
809b, c6fd
f4b0, 2027
f899, b1aa
165d, 4301
b96e, 593d
8843, 65f2
8381, 53fe
6059, 1134
30eb, 6948
23f5, 55af
fc65, 2229
d253, d687
59e8, fe28
10b7, eada
f9c3, 881d
4fa6, 027b
805c, 1be1
c77b, 4775
3089, 3b88
d36e, b9ca
ba6c, d3af
bbdd, 31a5
8331, 2c58
a640, fe34
554f, 9fc2
2af3, 5d0d
69be, a1c1
ee6e, 3a85
99a7, f1f9
c780, a885
6790, ef9b
9172, 51b0
10e4, 8dff
748c, dc20
d1eb, 4eef
53ee, 266d
b666, b816
3e9e, 085e
19da, afdc
be87, 3ec4
7f66, cfbd
daff, 7f23
2f60, 9015
157a, a032
d006, 0006
b76c, 524c
efe3, 9555
dfdd, b906
4b11, 476a
996c, 8d81
c977, 5f3e
2bf8, 8fb8
5a95, a1f6
d0e7, 0e68
25f2, b7ae
d87e, 3e05
d459, b294
b359, 3d74
