95d2, aab0
72d5, 6e1a
ba78, 3c2e
08ee, 268a
e503, 0318
1a7a, 9865
cba8, 57ad
1810, 85c7
7324, 154b
9480, b70c
0879, b08e
eaed, 5aed
0e4a, 2968
33d3, ddb4
bec7, c0c9
0a10, df30
f789, ed21
ec43, d394
e466, df02
2a8f, 0b4a
4187, 7571
81d3, 9cf4
cc79, 5ab9
1322, 7eb7
d371, 37a8
a176, fe5c
f24e, dfb0
ba98, a7fd
98a4, 1a26
0aae, aa16
dae9, 72f3
19fd, a2ea
b342, 4dd9
3fa5, 3299
0ae3, 1a96
c687, 08f6
751b, 190e
a34b, 6a55
830f, 26bd
3abc, 1808
7196, 2aff
d60c, f7fa
2bf2, 8515
10a4, 0f16
2112, eb60
a725, 4397
a1d9, 28af
3335, 8e09
257d, c1ed
bb13, 6c27
afb0, 0708
911c, a53b
6dde, 03d3
04ea, bab7
477e, e634
8b6b, 629d
023c, 3516
e6c8, 2480
82de, ab70
1b3c, d65b
02a5, c509
2ab5, 5c39
e9a5, c0d1
0336, cf71
1aef, 9138
1986, c2b1
40ff, 02a6
13c2, f968
540f, cce1
a3fc, b6be
e040, 7363
c81b, 9363
75ae, bbd3
e008, 766e
8663, e324
ae33, 1745
e8fe, 5bdc
3a5b, 1d58
1da6, fff7
c2a8, e568
cb87, a077
4df3, 1325
04bf, 7d1e
e7c4, 4114
846f, 0866
f4cf, 0597
c893, a893
d3b4, e10c
9ec4, 195c
03ff, 28e9
545a, 6c13
25e1, 8659
61b1, 21bd
a314, 283b
cf29, d5f2
2cfd, 9ca7
e8de, d470
33e4, 7ed6
a210, 773b
8213, c1fb
5c46, 0513
93f7, a67a
87b5, e566
177a, a15f
d805, 99c3
3392, 3342
84cc, 3ada
2a7e, d63c
9545, 9436
2d52, be83
7e4d, 6969
dcf5, d0d1
0208, ea78
69c8, 6928
a6d3, 7952
afbf, 70b4
b5ea, 3023
50a5, a129
75d6, c77a
b8c3, 8aa2
81a1, cac7
42d5, 2e00
9d21, 1a64
800b, fc48
0489, 0400
7ed6, 33e4
e8dd, aa4b
e541, 2fc4
ead5, 8f9b
c19e, a023
06b9, a27e
3887, 6952
2bf5, 3da1
f4f4, 1dbe
74d4, 33e0
3d50, de68
14e2, a4d6
0d4e, f6c6
5145, 26ad
a30b, 4b6b
e307, 3382
1e1f, c9bb
0268, 9090
a417, 995a
704a, f57d
98f0, 2812
ae2e, 60af
feb4, 8d29
8fe9, 79ef
f542, 281c
d26d, 9cec
1495, 18e5
3d87, 11d9
e903, 6f3e
346f, 4326
e40f, 6c6a
c61b, 4be8
5ace, acc6
1f54, e725
1a20, 964b
326d, 7160
1541, b2f8
aac3, 5b8a
c041, 2433
f9cd, 800c
7283, fe79
4ba2, 940d
9463, 0798
e70d, 6f5d
04c3, 67fd
2aaa, 2e9d
2df5, f5c9
e456, a3f8
c352, 755c
47de, 9c72
6d71, e384
d018, ab31
760c, 2e58
f384, ba2c
6c60, 31e4
98c9, 4c5c
54bc, 5f2b
4ec3, 9ec3
7ddf, cc24
bbf4, c889
44d9, 38c4
6d78, cfec
a208, dfa2
af47, d8de
3bcf, 9515
a074, cc25
75a2, 8417
7b6f, 683b
95df, d24c
3714, e282
697a, d719
739c, 085e
d588, 1de7
454b, 4338
ee43, d56d
54a9, e932
b416, fc87
6c5f, ed63
fdf6, dbc1
e4d9, b6d8
6b8d, d3a0
0bff, 84c2
2291, 70f0
c309, 59b5
6903, 5896
f60d, 575c
d7f0, 5049
4bbb, d1b5
463e, fe56
845a, 1b61
8665, 8d65
cbaf, e51a
5bae, e97f
abed, f87f
0819, 1db7
70df, 2ed1
df59, c983
b2f6, fa01
c59e, c51e
41a6, 14d4
a2d8, 97a5
2695, 8db4
4c7c, 0e6a
557f, ce6d
d5a0, 4884
3212, f0d1
8f2c, e0fd
6e67, b651
6869, 1c33
0c2f, 811d
8a58, 14c4
e120, 8a54
ccad, 0c1a
e2af, 09a9
699e, 8aea
3cce, 84ba
8b96, 807c
37f3, b5aa
b786, 6989
8340, 761d
41a3, 7f75
ec7c, f7b1
6885, cc84
9750, a7a5
1cfe, d0f6
3f00, 5ecc
dd23, fba8
4c5d, 9fd7
7172, 3926
fd18, 61cc
8fe3, 6459
1b07, 7785
56ed, 159b
88c5, 2665
198b, 34dc
06cf, 9502
c597, a01d
abb7, c4e3
739e, 0064
430d, 3304
6913, f5cd
a25e, 5710
8b93, 70a5
b5a2, ca84
a333, 34df
b478, 298f
d6ec, 8878
d1b9, 92c0
c583, 11de
dbd4, 3104
8aa6, ca9e
0dd7, f1a4
55d9, 8181
da08, c8da
6dcc, 9d1c
fd98, db4f
7fbd, 0f6d
deca, 077c
37a1, 88a0
3083, 0a5a
ff92, 86f2
a276, aaed
b240, 5642
77e0, a12f
d9aa, fde7
780d, 5b91
f233, 6621
0c1f, 9f70
02de, 8988
24f5, c27b
10ad, f5d9
62bf, d56a
160d, ea93
e237, 16d2
78ca, 7603
0c47, 14d6
acaa, 54c4
d451, 0376
5698, 7019
fc4c, cd0c
07d0, 887f
7e2e, b3af
b959, d759
c083, 2766
ff82, 36a7
eca7, 89c7
d267, 043f
7978, 03d8
c7d5, 9e44
52b1, e034
a7ab, 9158
aa31, 5baf
7826, dcea
9d1a, a696
349d, 2c1d
a773, 944c
2dc8, b44c
e491, 646f
f59e, b574
cd89, 616a
c053, 8a98
9c30, 8104
d744, 2014
daeb, 92b1
4882, 308c
96cf, dd4f
2a95, 5470
614d, 20b0
fc1e, b60d
97cc, e7db
708d, 003d
b219, 2d0b
6889, c99a
fb82, 8b69
5d12, 780f
d020, fcc5
8726, 5a9b
2fa5, 4644
1948, d17f
376a, 8e61
78cd, b043
a331, a2ad
d2ee, 8178
c27f, 5f34
27d0, e3d3
1edc, cc3c
445f, 2c56
9aa7, 93e7
ef14, 4655
14c2, 7ca3
a6c8, be58
0d87, 7fda
fc41, d472
b684, 7ed7
48a0, 0efc
4c04, 89fe
ff0e, 4d7e
1b1a, 16d6
8d19, 1179
f94b, b845
6cdd, d691
0de2, 0fc3
22aa, 0743
0603, 307b
8fa1, 9ac2
581f, 22a3
4955, d844
fe62, 8cd5
b849, fd84
dbf2, 1d02
b963, 6768
0b90, ff72
fe25, 1a68
7751, 3b6a
8446, 4f2f
8527, c317
8cf4, af8c
8ce5, 5f9c
a639, bcb4
70ad, f515
2574, a7c2
6cfd, d96f
76f0, 753d
fdcd, cd0b
d433, f06a
9884, d2b7
3707, 658f
6674, 20b3
3718, 8c96
6c2c, c033
7805, e350
9c1d, a67b
d323, 13d8
bf26, 50b7
e4bd, 54bd
40e7, 59dc
3082, 76f8
5516, ccfd
fcb3, a93b
6fd2, bbef
9c56, 1b47
361f, 27cc
ca84, b5a2
b8c7, 6595
4027, 6ec7
74ef, 9ae2
0060, dbe6
4aba, 980e
2240, 481c
a235, e162
d30a, 9e3a
7fe9, a057
d12c, 0a96
0c97, c117
b4af, 4352
3ca2, 9f8d
e5e0, aa38
eb6b, eb6a
fb90, 7a40
cb8e, 2c41
3c23, 612d
ff46, 5a91
0dc2, 1c7f
9017, e5ae
817c, cfe5
79d7, e3bd
6099, eb3e
5c50, 1ab3
6d91, e390
acde, ba5b
9a3e, c548
b5f3, 6e8b
e83e, 3e20
f87a, 4131
0d0d, 5a32
1203, 63e7
de2c, eebe
0e53, ccb8
2070, cc31
00ee, 7e21
df4c, 9850
9bd6, 3758
5a48, 73e5
da60, 85ac
e73b, 6285
6b80, a703
68e3, f4a0
853f, fd34
f37c, 056d
db34, 2427
0a6b, ac1e
3bae, c34c
30df, df5b
b817, 92dc
a098, 43be
bf81, dc06
910f, 851d
7b79, eb3c
9884, d2b7
67ce, 7038
34f3, 78c2
256e, 323f
3859, 7f6a
decf, 9b20
2e88, 7ad1
e485, bfc9
68f1, 8b58
d088, b8db
bc52, 2d4d
ba4f, 2d09
55c6, 36cb
5cb5, b768
ba6d, 6a9f
ab9c, ac41
1af1, 2818
e0b1, 7e00
701d, 6372
d60d, 779f
2538, 5353
77a9, a101
b3a7, e836
aa49, e766
c37e, 97d9
1018, 083e
f60d, 575c
81a1, cac7
d730, 8cc1
fdf6, dbc1
4219, cefd
1f29, 3499
2f1f, 1339
30bd, e6f8
1aa3, c45c
d839, 04d1
6f47, 111a
f338, c9b2
8eeb, fceb
f7e2, c25c
f6d2, f6a2
84b6, 9bda
f8f3, e912
87d3, 554b
3dc2, 15b2
b8e8, 368e
f3ce, bdc2
f043, 0159
3343, 3e93
9e0d, 856c
5646, a759
a3d7, c43d
cc85, 4c6d
b389, edd2
ad5b, 54e5
9fa4, 8890
e9ea, bb20
d4ec, e47c
71e0, 0e12
da98, abba
054f, 9e92
9e81, 333b
01b4, ff43
bda7, 60ff
6625, e862
ebe3, 1d43
9e49, 1ce0
b67c, 0ac2
d5cb, 30f0
9a60, 3cf7
8dc8, b015
7d82, df9a
9e35, 82c4
4261, d8ca
242c, e9d3
5647, 226b
dbec, a93e
5997, 569c
910f, 851d
943c, 5519
765d, 1d00
aef6, 9912
8a00, 6e4a
2cfc, 856e
6df5, a8e6
24a6, 1bf7
1bfb, 2083
3c7a, aa24
3cec, 37bb
ea7d, 31e7
bc93, 2aef
acac, 1bd7
1171, f7cf
972f, 67e2
2b2a, 2bba
2940, 8b53
bb41, c1b9
5ca4, 76d9
d7a4, 35d9
4e7c, af0e
15a3, a0b4
e5c1, 0eac
a8b6, d7cb
bbca, 6bca
f4cd, 9083
df66, aa3c
8a52, 3c69
67a0, 8b0a
2837, bd5b
65e8, 7a41
02ef, f79f
b0b3, 3e60
f355, e26b
2e5e, f3d0
4e86, 8b79
963b, 9cd7
3d06, 067c
1207, ee26
55f1, 9b04
3269, 05bf
d690, 9918
288b, c49c
c287, 214b
1894, 24ea
8647, 8641
868d, a22a
130b, 294b
4fe9, 3106
41de, d1e1
415f, 68a1
2933, 66ae
5f05, 45ab
b1ea, 6ce4
e557, ad30
eae1, 4726
81f7, db26
9da5, 9f21
d3fb, ae75
0e02, a99c
188a, 21fd
9f66, 4d71
11c1, 9a24
fea4, c9da
aea3, 347f
a12a, a57f
6c66, e574
aeab, ed13
f514, f0ba
eed1, 5268
d90f, 4146
571e, 09f5
2be8, ecd6
7f18, 49d5
e324, 8663
290a, 0296
9998, 3393
dc4c, 903d
0d8e, 682d
5cdc, 048d
4344, b8d7
5c79, 6942
d401, bfd5
209c, 9078
fdc9, 16ac
18a1, 3320
a262, 3a64
dfb6, d806
be0b, e04c
0d1e, f894
9fb6, ef07
1f74, 1a82
bdc9, 3533
1885, 1e93
9de4, 7bb3
09f5, 571e
af80, e3e8
676c, c74a
20f5, ae99
95a2, 7294
eaa8, cf32
660e, 9b54
2459, 42eb
8bc8, 0630
299f, 9300
6f7c, 509e
70ed, e3b8
a052, d3de
b8a6, b669
ffd1, c7ea
cd9b, 362d
1551, 9d16
76dd, b417
2f0f, 773e
29fc, 2ffb
ab15, 752b
086e, ed58
38de, ea4f
eb79, fc9d
ae29, 34bf
d434, a3cd
df93, 7428
2e11, b384
f5fd, a2cc
e95b, 5c31
b808, 69ec
6499, 1951
11cc, 4380
085b, 8f6b
65b0, 6b29
82af, 0bec
0e61, 187a
31b6, 4d58
f322, f3c2
2b4c, 4b78
b052, c6c4
99c1, 49ce
c30c, 1e89
b3a8, 65d0
dce4, fcde
ad7d, 2f78
b430, 6430
50b6, be62
c47d, 0377
5ccc, a502
428d, 444f
3f81, 9dcb
afed, ac16
90d9, 4bd6
b0bc, 4fb8
835c, c5ff
b19a, 3a1e
b3fd, 724a
ab47, e942
379e, 25e5
ab80, 431b
526f, e4b2
de7b, 1199
09dd, 7000
ce44, 49ea
06a9, e648
3c56, a080
21e0, e605
af93, 6aa7
a106, 70d8
0230, e327
a8f6, 649a
3bf4, cc43
780f, 5d12
87fc, 783f
0b5e, b556
0f59, 94c6
e8f5, 126e
761a, effd
5b3c, 40ba
b2d6, cbd8
c128, 8d44
997d, 7c36
2f22, 188c
0cb9, a933
d597, d77d
5fa4, fd05
554b, 87d3
95fd, 3840
93a7, 37dc
9ce9, 38b0
a8d5, 44e9
8af7, 4775
bdee, 182c
7ab8, 7d07
7cbd, 09ad
4408, 5e11
29c1, 7812
e263, 2cc1
ec2a, 01df
3a14, f8a5
48a4, d2c2
0f8b, 7635
9ec9, 6349
89d7, 8fd0
7422, 495f
bb8d, 80f9
7261, ade1
cd1c, 1e0b
f97b, f97c
bdf8, 34d6
58ec, 6ea1
7e04, ea5e
318a, 962f
dd72, fef6
f687, 24e1
c259, cc26
3ea8, 1a75
64b0, 669d
f92a, 940f
22c4, 98ed
99c1, 49ce
d575, 25fb
4206, cd1d
42f2, 1724
5bf0, 186f
07db, af3a
4b1a, f3be
361c, 5f96
80cb, 5d7e
70c6, 124a
ef63, 0169
c78d, f95f
3704, 7003
1aca, a090
0ec2, d614
0e50, 68e2
1075, c6ec
f147, a779
7271, 6522
bd95, 3c44
933a, 83cc
f846, da5c
4fca, 69b7
0283, e5d8
b853, 7911
ed59, aefd
88b6, 6d43
5e83, fb3a
924c, 18f7
fd32, a3e5
a8bc, 9a08
2b81, 4c1a
f832, 367b
a3bb, 99f8
0db7, 993a
ab3f, b0d9
3625, df09
dfc8, 88ad
7d1e, 04bf
c5e3, 1cad
d173, dbd3
1221, 6eed
c22d, e814
4c8f, cf5b
94ff, 7624
b602, 22e4
514a, ba85
623f, b2b3
9396, 273f
528b, b3ff
2320, 8de0
5676, 66f5
83b1, 9a00
30a3, 78b0
9305, 390e
caf5, c609
82ae, bc7a
8e07, 7097
2efc, d937
520a, 56bf
42a2, 5e82
a5df, 627f
f4bb, dd27
2f0e, fac1
fa8d, 1321
7a97, 86c1
d238, dea9
fb8f, bab1
29a8, 82ec
5609, 5a85
5719, 9596
85df, 4e36
bc67, ee7d
ad51, a621
5c44, 7bce
d7df, ffe4
2e8c, 52d2
e30f, 59f0
50cb, db81
778b, 0b1e
2842, 82ff
3104, dbd4
a7f6, 1137
703e, a16f
2550, fda6
4e5a, 3fd1
f28d, 27c3
8fc6, 3fdd
f446, 0ab2
47b0, 2c3c
ab3c, dbfd
aa9d, 499e
0885, 5fab
dc36, 9e18
4f22, 3644
acba, ee07
d945, 26e0
9105, 6fd3
bfca, 429c
7ec5, b6b1
309d, 5d83
6204, 2470
ae0d, 03fa
b685, 9677
7713, 294a
22ba, 9a75
534b, 900c
7268, f2c9
91c3, 738f
cd43, 8408
f8d8, b8e2
ec7f, 28c2
97e4, 0716
6331, 148e
7fbf, 5e64
1e52, a5c2
85c8, db0f
a88d, 4322
d877, 2c5a
22f4, e292
ad58, 7dd2
d49f, 21c6
d23b, cc10
bce2, 228b
1671, b0a9
47e7, 5b02
dcad, 3797
beeb, 3812
bef3, 36e4
6f88, b6a6
170c, 2d0f
6ae4, d084
7ee7, 0445
1d66, ecb1
a27f, 9d1e
dbb9, dcde
f400, c8de
26d9, d631
243d, 5790
53fe, 630e
2041, c88c
505e, b03d
6eae, b3f5
e5ce, 226e
a1c2, 8a19
6d95, 7947
e479, 04fa
e404, a292
8e89, 1ed5
9e7b, a1c9
134b, 2c09
b85a, 0347
eb89, ca91
4317, 0944
60ba, 6501
1711, cd98
5fc6, 2d3c
99b2, cca7
989a, fc7d
a4f8, b794
e874, 74d0
ab27, dc65
cc6a, 1fb4
c019, b8aa
80ab, 44c1
9d06, edf2
f764, c2b3
569d, 46b0
fbbc, 02ec
8542, 60d5
347f, aea3
8dbc, eadb
403d, 3d58
6659, 53b4
f7e8, 84d1
7393, 203e
a835, 349f
5acc, 3d5f
34cb, aa69
f873, 1ec6
bd2e, f003
568a, 0836
b589, db7c
1536, 6104
e683, fa1d
6db8, 7a4a
2ac4, e391
07a7, a65c
85a8, 9b83
29bb, 12e4
4dbc, b82a
f6a0, 1e7a
1245, 3338
e186, e256
aceb, 9aa5
daf5, b709
d40e, c8dc
ea13, 662f
62a2, 352e
5105, d32a
0cea, a3b2
7c8c, fbc4
c21b, 2ad5
5a4d, a781
c6e5, 0d09
4ef1, 2414
6719, 5996
4735, f376
2cc0, fe14
8bb5, d383
67ef, 2422
fb34, dec2
f454, 14d9
67d5, b7ae
bf63, 869f
8d13, 19a8
d22c, e58f
35c0, adbd
8c97, 4790
df2c, 9e21
9d49, 45d6
b391, eedc
7862, 8729
3d59, 7e10
4b2a, c006
576e, a256
4961, 6123
27ad, fe3d
10a4, 0f16
773a, 7738
3f28, 96f4
f14e, 7adb
139d, cf62
3887, 6952
91e0, 2c05
2c23, 43c4
0edc, d73d
b425, 0429
aefe, 9080
cbbe, bddc
5169, b94f
429b, 05dc
0063, 2e55
1380, 98c2
81fd, 6ead
dc8f, 8fab
411d, 1de3
d3ac, 3780
e3dd, 35bf
c899, 6029
9c88, 1fcf
0bab, 4c92
7633, e60d
1fa6, 7204
1d9e, 3993
7537, 0abc
5c22, 4f4d
8c29, 724f
94de, b050
d007, c2f5
9d53, c237
1c97, 5661
8efd, ed79
90ab, 6f6d
1afb, a464
3827, 89ea
5514, 5e50
c389, 3ece
712f, 968f
f59a, 3d86
3cee, 3b9e
a6da, 3211
bc5b, 58e1
c697, cb25
43b7, 55b5
3fea, f5f9
f9d0, ab22
dda9, 99db
aa15, 2b82
f9ca, 06c4
7c5e, 6abb
9b94, 661e
1ed7, 9ab8
3698, 34e3
bd11, 0bb9
2868, eb8a
7e9e, 5ffa
7b0f, 8c9f
3566, 419a
98bc, 5d2e
a737, d658
5b32, 5138
8b8f, 78d2
c272, d404
5124, 7784
08e7, 0a6a
873f, be48
dc3d, 4e50
8eba, 11c9
2ca4, 6f3c
cf52, 618a
4994, aa94
8734, f6b9
3795, d120
1532, 1a38
b93f, 08e3
818b, 8c8b
3809, 425a
dc33, 8ea3
facf, 967f
dfe9, c9ed
e356, bed9
75fe, 1be2
9574, 8041
9c72, 47de
3aed, e218
9dfb, c473
faa4, e3d0
ad32, edad
aa84, fbdb
5c61, df6f
3c92, 6d93
e772, 2296
fd23, 9c6c
d23e, c0d9
9c1b, 5343
e7b0, 8dcb
1b9e, 3f79
9665, 8b5a
ea47, 6286
6ad8, 574c
980b, 2152
b0c1, 1a16
b6bb, 666b
81a5, f0a1
fd28, 132e
fc5c, 57f0
6363, 6b0c
0d9c, 5a55
9552, 8f58
4637, ac6f
3d37, b33f
a4ab, 6f9c
0fc6, db71
9252, 9fd8
c3ae, 93de
9820, f253
d3f0, 820f
d7c4, f643
f65d, 9bb6
ed66, 2f60
8295, 5bb5
2622, 24b6
b498, 158d
e1c4, 6d87
5089, b3f0
8d8a, bc02
4b84, e528
03d8, 7978
07c3, ea1a
b15d, fbea
78d3, e613
b2f7, 3dcc
7256, 6f75
5caa, aab4
1e3f, 693f
7119, a454
9596, 5719
e5d6, 43f8
0aba, bd18
4a99, 5916
dd07, 2531
c604, b7e3
2b20, 4585
7043, daac
32d2, 6c0d
8082, ca56
389e, bf61
87e6, 5a7f
38e0, 4f4a
3f61, 1032
f71d, 2d63
6bc1, ff08
b47c, 2ba8
364d, b303
efd0, f158
15b5, bf87
44dd, 2c8a
78d6, ac80
ab94, 5608
08bd, 8cf0
8aec, 6457
6ae0, 3d43
0556, 1956
0e09, 9883
061b, 7f0c
54ed, 9441
f67c, 6c9d
4564, aa29
197d, d6b8
2c64, 4057
d632, a29e
2304, fe2c
fd1f, af91
3ca7, 68b0
da94, f41e
41b3, cc0c
8703, 5355
3247, d25d
f3f3, a6d6
b247, 3b2c
de36, b382
93d0, 5641
8b82, c4b7
076f, 2683
c739, cb78
5d65, 4f8a
a7a7, fb10
f5b2, 75f9
a2ff, f7a9
c5fa, e478
5e28, b8b8
253b, 0f1b
29e3, 2b96
5ea0, 18e8
2479, 1c76
094f, 36b8
d4e7, 3449
0deb, d788
bc5b, 58e1
2c9a, 82f7
c043, 84a6
e246, 688e
572d, e9fe
b251, c056
14e5, f347
cbf5, d891
4a73, 66aa
91ae, c4f3
285a, 8918
5499, 8070
ed78, 93ac
04f6, 1912
e584, e86c
308e, eef0
13d5, f2f0
b373, d980
2d9a, 9ce0
ac0b, d337
5ccc, a502
0007, e306
74a8, 523d
bf8b, 8811
938f, c3b7
b339, b11c
1b93, 0156
2698, 38ec
290c, dc09
c70f, acea
adee, d8f0
4a78, bfe1
66f4, ac90
13ec, 4170
28cd, 82c5
a319, ebe9
4904, 2db6
4134, 22e2
3806, 128e
442e, 6add
5393, 3844
cbbc, eabb
68ae, 153c
e956, 6503
70e7, 8516
2898, 66e5
6a70, 1e40
345b, d60f
226d, b5b2
eaf7, 2b32
01a9, d523
b018, b941
9d94, 5211
4264, 12ad
dd7b, 63e6
ac7d, 212b
eeaf, b2d5
40a8, aad1
d457, 86ee
c3aa, 0448
2e8b, e939
c7df, aa5d
2434, 5dfb
4aab, 2509
e985, 8e68
84ac, 023d
e9a4, 6759
d664, 3f1f
ea53, 3c60
47f4, 8930
1d75, 70f2
8bb5, d383
aeff, 3fa3
9b3a, 3525
e778, 321f
3ffa, b05e
be98, 747d
aa11, f9f7
b7cf, 67cf
f79f, 02ef
0350, 4b82
0f10, 60e8
b3f2, 07e0
5ce9, c5a2
ad5c, f70f
37c2, 0281
e27b, bc4d
ce5d, e132
6dc3, 1025
6728, f603
8e1b, e6fd
da3e, 0300
da0d, 30f7
9059, 4041
369f, e204
7ff5, 76ac
79d7, e3bd
40c9, 1b57
7872, 6df7
a28b, ca35
7fd8, 5cd1
68f1, 8b58
8b4e, 82ab
543b, 4cee
09e5, 395d
9c16, 9176
0822, 782f
3f13, 1609
282c, 30cc
b25d, de25
aa76, 0b6e
0256, e313
5a2c, a824
bb22, 6b22
f2f8, cc99
37e8, 1bd1
167a, 764c
f4a8, e920
3dc5, 5b2a
5549, 9524
47a4, 99e9
54aa, df21
314d, 60ca
00e7, 13c8
a793, 6175
1790, 4c4d
654c, 5437
2801, 750f
1479, 1353
3148, 82fd
39ff, d7b2
9998, 3393
1f68, 9c97
02ea, 1879
90f4, af60
1966, ed1b
78fa, c77c
45c3, 9d18
c08b, 0137
