a56a, d5b2
6a08, fb93
df10, 5d3a
a3b9, aeb1
f28f, dcad
c2d3, c387
a11e, 280a
a091, f94e
82c3, 9a2e
2a35, ef2b
2ceb, 913c
7b73, f1a3
1461, b125
a22b, 1216
db08, 02c4
b026, e3dc
92ac, 6ffe
2201, 7a3e
afcd, f810
3cb9, 1642
4c9a, 90fe
56c8, 876b
e069, 30a6
544c, c5b7
bd22, eebd
45cf, d5ae
98c7, 1d29
be69, cede
2a6b, 52c6
396c, 6ff9
1594, bfcd
a6c3, cd43
3a46, 8199
3bc9, 6e21
7199, 1a79
4442, 6f20
05fa, baf1
7037, 6051
38b2, 8904
bb50, b36d
857c, 96ec
4067, 9056
5076, d785
4e8b, d94d
d703, 985f
9d4f, 997d
85b1, 3ae6
27de, dcdb
ed1c, 5e54
5775, 932e
7887, c83b
9f7d, 48cc
6a7d, 840d
a26e, df4c
d2e1, 98f4
643b, a884
d195, d79b
e625, 0e9f
7f4f, ed42
f465, 7b7a
46b5, 8528
1705, 45ab
4443, 1fb8
8473, 3f80
0952, 2239
e1ef, d57a
2e3e, 0ea9
b169, e7aa
28e3, afb3
74bf, 52ef
1b7a, 341e
1643, 2d8d
0407, 2a37
d134, c784
b9d5, f036
c9cd, cfb7
8813, 5fb9
3360, 60cf
89eb, 7ec5
9ca8, 180e
ac0e, 6095
144a, 09ea
2cd0, 1232
3580, 4a26
6c1d, f8e9
1965, 6b21
a7c6, a8a1
e54d, e543
b65f, c683
9b49, 2f22
2b7d, a981
029c, af9b
cb96, c327
147d, bd08
acc5, d92b
d97c, 973b
1dd9, 98a7
3d45, 7684
5c89, c8d0
128d, b7cf
c331, a5dd
dd3a, b43c
59da, bc66
d8c4, cd22
bc8e, 878b
f4ba, 1539
1201, 0741
dcfb, dbd9
5d03, 7d9d
08f3, fc3b
ae99, f40e
81f0, 69f0
2d6a, 26e2
1c10, a969
3643, 0b84
2f26, d7d3
51c5, 0c2b
d387, 7b9e
d24e, 1279
fdb6, 0564
db7c, eacb
a4ea, f559
5ced, 2c5d
98c1, db0f
3376, 6307
360f, 9625
ff2e, 9fce
354d, 6490
28f6, 2062
ac33, 0efa
3876, b02c
7c2c, bba3
975d, 9042
582a, 832a
1204, 11cf
d481, 286e
bf47, 8621
1a77, 0ad4
f377, e4a8
b231, 4c34
46eb, 8a1c
3ead, bbd8
096e, 52ed
340e, b41e
aa11, 5fac
f4e0, 65b8
60fa, 7df1
071b, ab03
20d9, df0f
6d9e, 1af8
bf3f, 0c44
2656, 556c
286b, 8c71
7e86, f130
bbab, 9ea9
5211, 871a
1f62, 07af
33b1, 3861
ffaa, 6533
ae7b, 3194
a4af, 70e3
1f39, 4f09
0cf3, ca5f
d022, 1cc7
4da7, c9ce
780b, da0b
76b9, 551a
aab7, 507a
c1f1, 1c41
2c59, 98dc
876e, a1bc
a1f7, f197
ecf1, 2b05
b14a, 15eb
2f08, b8ca
f415, 127b
9de9, 4d67
2679, a35f
56b5, 001a
2ff7, d2c5
7ef9, d93e
27be, 881e
0070, a6bc
930c, 54d5
8389, 5c38
b362, f363
38d5, ff01
ea58, 31e8
f57e, 447c
7661, da25
506a, 50d7
50af, e69b
a69d, 6896
8038, b1a4
6dbc, 0540
8685, f57c
ba5d, 3332
bb46, 73de
4b3c, c4d7
6e57, 9d7b
a247, bee4
9bd0, 4dab
d138, 77ff
454a, 214a
b51a, 14d8
1e7c, 4911
34fd, b638
24df, 761e
e3d4, 35f6
4c3b, 85a5
63b6, 2385
9dbf, 9f92
3cba, eaa1
0c4a, b882
70bb, 2f6a
d3ed, d4fb
8cb8, 6b01
c092, ceea
b2f8, 6d8d
7473, a6f6
b0e2, 0d89
2e37, c273
3d95, 0634
6132, ec61
dc42, 4af6
51a6, 0e60
c0cb, 783c
8c50, 55b3
2c55, f53b
a6df, 6ad5
6e59, f5ed
93d8, f842
64f2, 7a47
a252, 226f
cd75, 051e
c24c, 7ab7
52f4, c584
dec5, 2d31
d557, 7904
14c2, 6869
df4c, a26e
6776, f9d9
1999, 689f
cfad, 09d7
f0d2, 5725
a817, 1188
dde0, 8af5
4b25, 2015
fe50, 02e1
2637, 5d85
7dac, abcb
7f61, 73d4
049b, a84b
cb12, de74
2a15, 5358
1565, 21d0
e87c, dce3
ac0f, 75e9
3ae5, cc47
13af, 59e6
17d9, 07c9
bd18, 5fb6
7ba1, 72ec
e4c4, 5a96
39a8, 6e1f
fa0b, aa9d
8efb, 9c1b
9544, 219a
9c47, eb8a
f06d, 7022
9fc6, 1f99
6787, 9b10
f3ed, 7503
132b, a82c
8907, d750
f599, ba3f
819a, d0fe
823a, 04d6
cd27, a1ad
e733, 3e39
4893, ee92
ff80, 1c89
3b16, b935
541e, 7f3b
20b8, 0743
1b2c, 0c1c
7a3c, 3433
86b8, 4525
dd70, e1cd
32e7, 933a
0d40, 56f3
a7ee, 537b
c03a, d334
15c2, e964
ee03, 2402
1ef9, bbc5
1ecd, 9ecd
7c11, c1d1
15eb, b14a
5e41, 0c6b
7670, 5630
625f, 925f
1dfc, c6f0
599b, f0a2
3c06, e8a4
bc17, 1ca1
202c, a444
1cd8, 7013
86d8, df9d
28ae, d762
abb5, 42ba
576d, 84bd
2d5d, b41c
b825, f213
7332, 382b
6866, 14cf
39ba, 3a3a
47b9, f759
21f7, 81f7
6ffd, ac71
4660, 4b6b
d155, 153b
305b, be5c
6f0b, a400
5818, daa0
6050, 8bb3
96fe, 2774
0786, c9ed
ba2f, ccbf
3a7c, 71d2
01e0, 5f4e
915a, 12a4
f8cf, 6759
34c0, 6528
1e5d, 7a13
9283, c308
9ba7, b763
0be5, ee5b
71e7, ff69
0b4b, 300e
847c, d0eb
0487, 1704
129e, 98b5
c37f, 57f0
3a52, 10e5
d6fb, 4000
e122, a299
c2cb, c3b4
e3a2, 391f
13fd, e5fb
9a16, d51f
df35, 0557
0c0d, 4566
7893, 8ecd
c6f1, 9980
73ad, a1da
77f3, 4459
d6bb, e0aa
dffc, 0819
7214, 2101
f966, 5e80
7962, c148
073e, 2438
8177, 2539
7181, d7f1
63d3, 8e83
72f4, 0251
2f55, 0154
52dd, 34ac
bd25, 9fd3
a76e, 84ae
509e, 660c
0b12, 58bb
6ead, bb88
f685, 1f60
60b5, 8ebc
14bc, 8ac9
56ca, b0bd
7e5d, cb2d
0e2d, 8852
e81b, 3e7d
5a25, d256
8c19, ecc6
2b95, 4427
b666, f0b3
43ec, fbec
fabb, 9d12
bcef, 411a
04fc, 130b
8523, 46b8
7653, 585d
967d, 1b23
d4b3, 995c
f5a9, fcaf
6765, b875
8ede, 10bf
1d7e, 7ee1
2b45, 1e7d
e680, ddd2
75ed, 51ee
5dc0, 9193
0b05, ccfe
2b1b, 55cb
1d63, 9f6d
d9cd, b6c8
d807, e401
4246, 7a8c
cd65, dad4
86e9, 863f
d549, dc0f
e3ad, 00a3
f9ea, 1a3f
dbcc, a941
8f64, 536a
b28f, 9dd2
ce7e, 0d21
998f, 098f
e498, b865
aa92, 21c7
54d6, 027e
6e2b, 7e7b
85f2, ea4f
4b73, ed79
8899, fd4c
01d2, a850
fe40, 8af3
290f, 646d
d9ac, 49bb
a50a, 85e8
252f, 6455
65f3, 31c0
26a4, 548d
167b, dc28
6e28, b0fe
9297, f912
fac3, 42d6
bb05, 6323
ab31, 0045
613f, 5cb1
1807, 6ddc
4ed4, fba2
e145, 5a54
ac4e, c428
31e2, e589
5c33, e55e
c963, 2e40
cc08, 3436
6ba4, 1dcd
5a7b, dd1b
fd07, a443
778d, 29ef
340b, bafb
028f, 9216
62dd, 553e
f864, ced8
f683, bde6
7700, 5c0d
60ba, a2de
4625, bdfa
c1ca, 70c4
6ef9, 81de
14cf, 6866
e93b, 5aa0
27de, dcdb
3a45, 0240
e494, 480a
54b3, 70c1
8aae, 19dc
1503, 2064
ab0a, f896
04e5, 2cb8
61ed, 878e
05e4, 545a
cfa9, 9f84
bafd, 6fd0
2ff6, f9d3
1ee0, ea10
7fa6, e7e0
d7cb, c12e
4d45, 2fcd
985e, 8452
c226, c505
37b9, 1acc
18d3, e754
1f86, 4ff6
51cb, 65b9
c55a, 4f41
eb83, 59f0
e96b, 39ac
c559, 01f9
863a, 96f5
0415, 52a9
c7ee, 99ab
7eb9, d856
b785, 3076
56a6, de98
1c59, c7da
fe76, 174d
6cac, 303e
e259, aeb4
52e8, 318e
51c3, d669
30f3, bde4
b641, 2848
e46c, d58b
f447, 815a
7025, 491c
1206, a2f2
dba2, 71aa
171d, 77a2
1cdf, fad9
f66d, 8f58
c59d, f5fb
23d9, cf12
8bf5, 704b
6a24, 1a24
e347, 0a60
8202, 2625
d705, ba8e
417b, 8e0c
cd61, c0dc
b0a0, 7252
883f, ac44
2622, 335e
744f, 694f
a449, e742
a162, 6ba6
45cd, de8d
0658, 5f50
1c40, 361c
9715, 2f04
1378, 9712
95f4, da44
cd40, 3f27
c3fd, 049c
b19b, ee30
2931, 42d8
8e62, 5825
3ac2, e26b
29a7, 9ce2
ef21, c46c
606f, 98d0
3237, fc08
7b09, f7b3
a9fa, 258a
83cd, 0843
23bd, 00b2
3315, cd1f
847a, 32c7
1178, 971d
f90a, 7237
e5fc, 371b
cf5f, ebb5
0f13, a503
4989, 7929
63f8, 04f2
0a53, fe6a
bd56, 18a0
5aa4, c035
be17, 0ec7
8b31, dd03
5a23, 7520
998e, eca5
9110, a0ec
a5fd, 41fe
8f8c, 1609
1717, 9142
21d2, e7f8
2e8d, 9520
eced, d58c
ecc2, a742
47e4, df47
463b, 850e
b536, 62ba
5444, 1d0a
1567, 1d49
3a5a, 62e4
cf7e, e83e
6424, 1f1c
b97e, e83c
9377, 47ae
d52a, ac49
12d0, e647
f869, 48e9
2541, 4c91
af03, 1ffe
e2ed, 79b5
8c54, 1241
9074, a151
7e09, 47e3
6cbf, 643a
7bc6, 4bd9
6553, cfb5
75e6, c1ff
9a30, 78c1
77b6, 9384
b5f6, 1516
8a27, 915f
a325, 7fdc
63c0, 7fcd
7644, 7824
5ffc, 5e5a
aed0, c083
608f, e136
15fd, 8f37
64c0, 6548
7d67, da9b
928f, 56e5
e650, 7fed
22c5, e219
039a, c1c4
91d9, d51e
6ea7, a777
c1a4, e038
3622, 9cc6
0ca1, acbd
8d99, 1845
7b79, eeab
cb84, de34
1e16, ded6
574d, 8dc4
acfe, b095
f82d, 7921
fcdf, 47da
ea9f, 8a02
8e97, aab0
4794, b154
2990, 8f84
0415, 52a9
3866, 8244
d607, ddde
7e28, 279a
57f4, 8429
85ee, a191
51dc, 2b86
995a, 4280
7813, a270
412f, 85be
39da, b1df
f7bf, 7f47
ddaf, ac5e
4aa8, 9abe
33fa, 068c
d992, 5fe6
9c43, 5620
7a8d, e30e
ce3e, d23c
2b9d, 4d4d
b777, d474
5ef0, 8300
7f1b, ea55
9fa3, d7bf
a6c1, 08b5
d346, 4da6
f66a, 4662
cfd5, 20ba
9868, f6cf
8561, 85e9
4150, 255d
7f75, d4fa
cd5e, 7de9
ce8f, 9622
5a49, 5224
9aae, e9dc
56f5, bb8a
4884, 345b
f854, 4de4
3dff, 860a
6072, 698d
577b, c9a1
e34f, ebc3
6d92, 7be8
21a2, 0c00
b7c5, 1646
02e0, 40b2
2da8, 0da4
96cf, 15ba
6c20, ad20
9760, 22bd
f4ff, d675
a68b, 33f0
3ee1, d38c
283d, 8800
7344, fbb0
8cb9, a33a
f21b, 141e
7517, 6d1d
5687, 3b3a
35ae, 19ab
6f38, 3f88
52f5, babe
a5c3, 97ce
6135, 398c
3c58, ea53
954d, 38b0
d11b, 3bcb
5cff, 87c1
06a6, 2fac
e844, 0d24
99d5, c115
c7e2, df77
f9a3, 716a
76e2, 4a71
b5bb, 3e0a
5c39, 13ac
e489, b188
69ec, d0d9
2116, 45ed
a35d, 6f5a
2ced, 54bc
d17b, 5b1b
5f2b, d535
f6d0, c6b6
d99e, 93e6
c911, b3a7
9ebb, d7b7
1a3e, a87f
cd10, 09ed
bff5, 453e
835d, bb53
2f15, 6ad8
1b19, c16e
86ba, 90e3
241f, 048f
dce6, 48ac
1e53, d22c
96b3, 85c8
62cf, 92cf
5f35, c815
80f3, 6b81
2e72, aef2
5077, 1768
4062, 72e0
39eb, 6815
5e7d, 6a94
30ea, 26f3
d885, 7a57
68f9, 5f74
4465, 2730
eaba, 3ca4
5239, 6584
38f0, ad80
42fb, d12b
bd70, 2719
bead, 6718
3534, 1794
daf6, a22a
6c4a, 155c
382d, eecd
d26d, 9960
1db6, 87f0
99ab, c7ee
fdf2, f5da
183a, c5c4
3b2f, b09a
b24e, 8245
d6de, 2d19
7590, bfec
f2ff, d8fe
2963, 53b2
80cb, dc0e
da2b, 5b7d
a48a, 0931
840d, 6a7d
9d9d, db4d
f5a9, fcaf
9641, 1841
ed53, 0d6d
ac5d, 6332
8308, 3856
f700, acb1
984b, 1d2b
2174, eab7
d402, 8453
a39f, f4f3
7bea, 663a
223e, 0958
fa72, 901b
ab8e, 9a2a
60a6, 2c52
8438, 34ee
384d, fd30
45c1, 85d4
ee84, 3e84
3367, 3f61
1b99, 6eb5
a411, a927
3166, 169f
e605, 5d45
510c, 72cb
5671, 2276
ce18, ba27
b1bc, c76e
4409, 3ef3
376a, 358a
ba48, 64cd
6dc0, 8f2f
6b06, 608e
6e8c, b077
8ab5, f249
94ec, d9a3
2d7d, c529
2da8, 0da4
362e, 4126
ec2f, c79f
7697, 5c12
9ffb, 5400
8e54, 1b5d
bbcb, 6d77
da8b, 913d
61a0, 8e7f
4f5b, 4a43
5b62, c393
c096, c12c
f8f3, 4f03
5b5c, 03eb
0370, 7fcb
db5d, 7e54
a9d2, deff
71f8, b94c
a1b7, 2169
321b, 9bec
2679, a35f
ee7d, b44f
4fc6, 1c57
ef60, 76b8
f080, a03d
b7ea, 317b
ecf3, f757
b39c, cc1c
ac2c, a099
77cc, e9b1
233f, a3a2
da65, 5896
484c, f6cc
7772, cb7d
dc21, a542
8fba, 5eba
9caa, 95a7
5edf, 897f
c71a, a221
2a20, d543
0666, 0512
44fc, 2c2b
75a5, 937e
2a91, b411
1d2a, 962f
32c3, ff9a
4a8f, 8cca
ba12, faa2
9139, dedc
fb97, a892
4df1, fff1
4b9b, 647a
b596, 011e
7b45, de31
2971, 5a04
863c, bf8b
f821, e030
7983, 8069
9935, eaa8
1102, b136
976c, 29db
6730, bb7f
02a3, 0608
c54c, 53f0
375a, 2244
de17, 11be
ff35, 4fae
0967, 55e2
2821, 460f
4d6b, 9dee
7eda, 0fb1
c188, 24e9
15db, bcbc
069c, 700d
e802, 3075
1460, 5202
279e, 4e59
b608, f503
104a, d56d
40bf, 725d
bd4d, 708a
44fc, 2c2b
0db2, ba19
ab5c, 9c7d
b3a5, 93b2
5863, e66d
5dfe, bb34
72d7, 8189
9504, 2a44
b9dc, 5955
d014, 245a
5ac0, 6545
9b0f, d91d
a2bf, f891
4d81, ff81
87f7, 9737
8fd3, 874d
3fe4, 3f57
84a5, a765
7a00, a871
9df4, f4eb
10d9, 7c65
56f1, 8bfa
f36a, 6c53
388f, d99f
4213, 5f6f
d4c7, 47c1
3ebb, bb6e
4d71, 941e
851d, 6128
54eb, d857
8bd3, 60d0
207d, 511b
782c, 0310
5db5, df96
38c0, b2f6
c79e, 1809
4878, 8d1a
dbf4, ce04
7c29, b0b6
90d3, 6448
0d38, 7df2
1716, 528b
beeb, 3b5b
0dba, 73ed
b02d, 0cd5
80a5, feef
2d61, e28a
7167, 51b9
0976, 5841
b531, 46b4
68fb, 2afd
e5f3, a964
9353, 636f
33b8, 6368
2a86, 3c71
b7b3, 9b86
c311, 5e35
4fd7, 16a6
2adf, c7e0
9767, da52
05e7, 2ee3
09d8, 6fc8
f8eb, a9e7
2bf2, 9469
9f5c, 9543
8d81, d040
2143, 4503
b9aa, 0ce6
2f47, 9f72
a93e, fce0
3e4a, bb92
efce, 57cf
e7f1, 226e
7ccb, 8ea3
c67a, 28a2
4fae, ff35
d020, a572
854d, b290
c392, c2fe
f12f, 1404
6b70, bdca
9b7f, dbaf
a78f, f551
6f68, 34fe
b76b, 07db
1e28, 8ff4
8ff9, 3b9d
83a3, e462
4393, bf27
cf8f, a75c
1c75, b01e
7d14, 798c
8963, 675d
0866, 235a
8871, 21be
a1e2, 6a92
e1c8, 2dae
e572, 9ab3
51a2, 44ef
4c03, 21f3
6bf5, 6ec8
ee8a, 333a
11c9, 7741
c6db, 0ccd
4e51, a72c
281c, 2c41
d930, 94b5
717b, cb1b
0ed2, 1422
ce72, 59fd
8f69, 322f
973d, d8f7
649e, 849e
754d, 68ec
25f6, c42a
6b89, d1ca
d632, cb31
9974, d471
2c80, daec
941c, 1515
1543, 9885
76cf, b0b8
8590, b24d
9325, 09f5
4e9f, 5b8e
f267, 6c25
3446, ee02
4d9a, 9d5a
cc6f, b0d9
72be, f3a5
5090, 869d
977c, 0bc5
4374, 99af
f66b, dea2
8cb9, a33a
70b4, 0060
6d17, 7b2b
5a7a, 7db9
a0c8, ca7f
e6ed, 7f50
bfd1, 036a
def2, c9d2
5dc5, 0b9a
7883, 41c8
9f7b, 2e2d
33b5, cfc4
b667, f620
9d55, 96bb
5d71, 97cf
9a0b, 14fb
b921, 02c1
163c, 452c
d00c, 672a
38b1, 8e67
042e, 7b02
f7eb, 2bf7
cd51, 7534
4489, f4a9
9b97, 1e47
bb04, f902
da39, 3c77
da44, 95f4
77e8, 6458
47eb, 24b8
03b8, a5cc
63a6, 6f18
290b, 99fb
7a72, 0a16
5abd, 9be2
9a0c, f2fb
b219, d282
77ac, 696b
2fc6, d26e
92a2, 22e7
4706, 69ad
8d55, 3d5c
8bca, 332f
a959, 9e1f
afc7, 759b
1393, af48
7e4d, c79d
db9a, ba71
ca4a, 1c4a
dc6e, 8d01
8067, 50b1
8c86, 04d7
a289, e378
2576, ad0b
5d7b, eeea
90e7, ff16
c8c8, 68a3
d566, 5445
7fbb, 132e
9643, db43
f382, 30a8
ea2e, 7f6b
2ec7, ab29
f981, 1830
dd89, b534
bc5f, 31d1
601d, 66c4
fe12, 1ba0
9856, 1b3a
783a, 0c93
292f, a807
70b6, 8a71
ec64, 51a1
aedb, 452a
e139, 1edc
4ab3, 2cb3
387e, d76e
6789, 2729
4b51, 1b67
0cd9, c582
830f, 1742
8573, 6af0
6343, aa8d
2657, 26f7
41c9, 3d25
e5a3, 91d5
dca0, fab5
0143, 0884
9721, 503a
32d4, 1bf5
ba78, fd18
400d, decc
7fd7, 4199
63fa, 568c
1528, 44a6
d27c, 2e2a
8311, e1b5
428d, 47ea
3ec7, ee17
7eb8, 68c2
3349, 17bc
744e, e65e
bd14, 6dad
2b0a, e083
2c60, 536f
6374, 4e05
f05d, 3354
f981, 1830
60e1, 7b81
c197, 6aec
4fc4, 4ed3
b6b3, 15d1
8350, 6bb0
81c4, 9532
2b96, 2027
0676, 2479
007c, 21fc
d4d5, a8f6
688f, 799f
0bdb, c5e8
9676, f839
e8b2, f403
8a76, 864a
467f, 065b
4c97, eb3a
dadb, 2d77
9c0a, d507
d183, 7702
c839, 54ae
7fc7, e11f
3dcb, 4a1d
a67c, ff3f
b4de, 6e2e
917b, 3e0c
8701, dcb0
3527, 41b4
fb25, 6c49
6003, 02b6
71c1, d3b4
ee6a, 3f64
635c, 805b
4a90, bfb0
44ca, 29c4
81bd, 9b64
18d2, 646e
9430, 9754
0bca, ac77
6505, f552
5e18, c436
666a, 9f90
0fbd, 78b8
2e96, 40b9
fff3, 4f08
ae50, 6f54
4f37, 15f5
ffa1, 192e
45db, d6f2
b54d, 46be
08e6, 7206
27d1, 4c5f
996f, 89c2
ce85, a5a5
bbe9, 4577
7635, f6d2
512c, b108
39c1, 5cf2
9231, 9423
f66e, f065
6d21, 8f91
f2fb, 9a0c
5c67, 6c3f
f009, 54d8
07f5, 2e15
b0f5, be28
a9d1, 7c02
fa2e, d3a8
fe91, 9047
aedb, 452a
04cf, ed5c
ab29, 2ec7
50ae, 9342
159d, 4f5c
abd3, 45a1
4a12, c6fc
a253, dc3e
5b74, a567
1acf, e76a
ac6f, 7c22
0413, 7e90
21d4, 1cb9
45f1, 1fcd
288d, d24b
b14d, bf83
a5aa, 7514
3a1f, df95
6304, 6cd8
df71, 242c
e92b, e5ea
7b1b, c9fb
a53c, 0f4e
cb13, 7525
7021, e9be
198c, bb1b
b573, 1618
2dd8, 6dd7
f6ef, 1ed8
cdcc, 7fc9
cf0d, e19d
f1a0, 71a0
7393, c485
35da, 4a21
4698, 4211
b950, 3768
b37f, 32be
ea23, 0520
0111, 21d6
c78a, dc8a
9148, 5d2d
5f88, dc75
8e3f, 6aed
713d, 0aeb
6b6d, 8e5d
f1e5, a379
ff7b, ce2d
ec7d, 61c5
9801, 112e
1b79, 47a5
752e, a073
7a9e, ab05
1c80, 6c01
aa7f, aa39
b81d, 68cb
b537, c918
924c, 1a4c
88ba, 53ba
618a, 8256
c071, 5e3b
52c7, e77a
7a0f, a152
ffb4, c97d
13e1, bddb
5436, b7d8
09f1, 0a45
4b07, e2a3
5ccf, c792
ba92, aa3f
c929, cd36
27f6, 4946
0716, 5d21
09fc, 6a46
f9dc, a7bc
928c, e828
24c2, 7fde
d518, bf07
93b1, 4366
6a54, 2333
d53d, 9ad5
2cea, 624a
c599, 0267
ccd8, 956b
cfc7, 56eb
6bcf, 60b8
409b, ce70
b737, 3c7c
4e78, f174
761e, 24df
f4fd, c5d1
bdfc, 504e
38c2, eeb8
6373, 72b9
0460, 69bd
c8ad, 5c36
1661, 55bf
bd62, cbb8
41a7, c6a3
dfe4, 2bb7
35a2, 02fe
c8d0, 5c89
ac60, 5ca6
3f6f, 8704
23ed, 9f3d
7ab4, 4fb9
2394, 2415
4c24, 2a17
b60b, eb95
0b26, f0d1
6cae, 93a7
c5b1, 000f
92f5, 4359
beca, e892
7bc0, 0273
0ab6, 74f4
be8e, 43ba
3f61, 3367
0e44, 7577
cd83, 5cd7
e083, 2b0a
9efd, 1c74
9d07, 18f7
0570, 702d
9a68, d1b8
c53e, 2f0d
68d1, 7364
f50a, d4f6
fca0, 7cb4
3cc6, ec79
c48d, 761a
4cfb, 734b
a0cd, c7ed
b5ed, aafa
0ec8, 2944
